age,income,loan_amount,credit_score,late_payments,debt_ratio,employment_years,married,default
40,339.0,1689.0,763.0,3,34.7,0,0,0
39,319.0,2106.0,755.0,0,53.3,2,0,0
22,307.0,2531.0,785.0,1,46.2,5,0,0
35,303.0,1641.0,595.0,3,53.5,16,1,0
23,458.0,1796.0,740.0,3,36.6,21,1,0
49,405.0,1911.0,795.0,0,29.1,1,0,0
51,358.0,2188.0,566.0,2,41.9,25,1,0
59,259.0,2045.0,679.0,1,34.1,4,1,0
25,361.0,2283.0,642.0,1,30.4,10,1,0
22,409.0,2729.0,678.0,1,18.7,9,1,0
29,413.0,1632.0,760.0,3,39.3,14,1,0
50,398.0,2156.0,582.0,2,45.4,17,0,0
60,279.0,2035.0,697.0,5,24.4,16,0,0
24,120.0,1908.0,640.0,2,50.9,13,1,0
53,578.0,2155.0,762.0,1,38.5,12,0,0
31,236.0,1788.0,709.0,1,37.1,19,1,0
31,164.0,2036.0,669.0,0,23.8,1,1,0
40,394.0,1352.0,630.0,1,41.3,24,1,1
55,192.0,1674.0,866.0,0,24.5,11,0,0
54,291.0,2340.0,700.0,2,26.5,10,0,0
44,440.0,2324.0,581.0,2,19.3,18,1,0
49,575.0,2009.0,623.0,2,63.0,11,1,0
53,423.0,1710.0,709.0,2,35.5,24,1,0
28,332.0,2247.0,629.0,1,29.9,3,0,0
50,374.0,2419.0,638.0,3,35.6,9,0,0
29,181.0,1727.0,749.0,5,31.0,11,0,0
22,330.0,1289.0,743.0,1,34.2,6,1,0
24,331.0,2089.0,640.0,1,39.7,22,1,0
45,397.0,2284.0,762.0,2,31.9,5,0,0
44,594.0,2147.0,630.0,2,37.2,7,0,0
29,167.0,2557.0,799.0,1,59.3,10,1,0
58,335.0,2559.0,718.0,2,17.7,5,1,0
24,178.0,1772.0,700.0,0,24.6,24,0,0
54,325.0,1984.0,653.0,0,40.9,20,1,0
49,285.0,1691.0,637.0,0,49.7,2,1,0
29,216.0,1471.0,517.0,5,65.9,20,1,1
55,480.0,1495.0,659.0,2,40.1,19,1,0
56,408.0,2201.0,679.0,1,23.8,18,1,0
53,468.0,2027.0,552.0,2,51.1,0,0,0
45,322.0,2274.0,738.0,1,37.2,23,1,0
35,372.0,2963.0,669.0,0,36.9,3,1,0
53,555.0,2110.0,765.0,1,16.6,18,0,0
37,380.0,1569.0,632.0,1,47.7,19,0,0
25,469.0,2335.0,767.0,2,26.8,16,0,0
58,312.0,1561.0,649.0,1,41.7,21,0,0
42,459.0,2634.0,676.0,1,36.7,18,0,0
35,320.0,1072.0,695.0,1,38.0,23,0,0
52,171.0,1670.0,677.0,2,36.5,13,0,0
39,379.0,2161.0,701.0,1,28.5,9,0,0
28,328.0,2395.0,545.0,1,27.6,20,0,0
31,201.0,1616.0,670.0,1,45.5,8,0,0
28,401.0,1540.0,674.0,0,35.8,24,0,0
54,282.0,1962.0,541.0,1,29.5,15,0,0
44,720.0,2702.0,725.0,0,30.9,14,0,0
42,219.0,1254.0,616.0,1,42.9,15,1,0
40,247.0,1768.0,746.0,0,29.2,17,0,0
40,476.0,2009.0,686.0,0,52.0,20,1,0
57,365.0,1566.0,640.0,0,34.4,22,1,0
50,473.0,1564.0,750.0,1,32.5,22,0,0
39,422.0,1802.0,796.0,1,42.2,9,1,0
23,316.0,2023.0,683.0,1,33.2,2,1,0
22,228.0,1818.0,776.0,2,39.8,6,1,0
26,498.0,2516.0,668.0,0,35.4,6,1,0
41,238.0,2149.0,747.0,2,18.6,19,1,0
32,441.0,2061.0,654.0,1,25.3,10,0,0
23,481.0,2332.0,808.0,1,38.9,22,0,0
24,366.0,2068.0,755.0,1,31.5,23,1,0
44,347.0,1714.0,713.0,0,56.6,2,0,0
33,272.0,1789.0,503.0,2,28.1,17,0,0
41,431.0,1426.0,711.0,1,22.9,24,1,0
26,120.0,2742.0,594.0,1,36.4,11,0,0
58,459.0,2291.0,705.0,2,38.5,22,1,0
59,393.0,825.0,769.0,0,44.8,16,0,0
51,355.0,2460.0,728.0,1,11.0,25,1,0
30,407.0,1284.0,740.0,0,51.1,25,0,0
55,229.0,2119.0,654.0,1,22.9,8,1,0
56,120.0,974.0,573.0,1,46.9,4,1,0
43,432.0,1720.0,626.0,0,55.6,17,1,0
45,525.0,2463.0,657.0,0,43.5,22,0,0
38,189.0,2487.0,679.0,1,24.5,8,1,0
31,264.0,2029.0,769.0,1,34.1,12,1,0
51,463.0,2231.0,731.0,2,43.6,2,1,0
44,419.0,1306.0,835.0,1,36.3,3,1,0
53,706.0,2126.0,610.0,1,25.5,24,0,0
38,498.0,2257.0,761.0,1,37.0,17,1,0
38,472.0,2979.0,741.0,2,30.8,19,0,0
35,296.0,1638.0,672.0,3,42.0,20,1,0
30,438.0,1907.0,613.0,3,25.4,14,1,0
23,544.0,1933.0,637.0,3,16.7,19,1,0
46,362.0,2193.0,634.0,1,25.8,22,0,0
60,367.0,2270.0,800.0,0,18.9,5,0,0
30,396.0,2346.0,738.0,4,29.7,8,1,0
43,307.0,2315.0,741.0,2,42.7,10,0,0
25,410.0,1278.0,686.0,1,32.1,12,0,0
47,407.0,802.0,664.0,0,35.8,3,1,0
50,543.0,1684.0,704.0,1,25.9,14,0,0
55,359.0,1885.0,687.0,0,36.2,24,1,0
44,454.0,1642.0,673.0,1,26.4,16,1,0
58,362.0,1707.0,706.0,1,24.1,11,1,0
32,450.0,1759.0,605.0,1,33.7,5,0,0
27,352.0,2143.0,699.0,0,29.2,6,1,0
39,443.0,1466.0,672.0,0,7.9,24,1,0
42,460.0,1867.0,630.0,1,35.2,16,1,0
57,263.0,1871.0,725.0,0,26.3,10,1,0
59,501.0,2133.0,806.0,0,25.6,11,1,0
55,362.0,2388.0,769.0,2,50.0,12,0,0
38,328.0,2607.0,660.0,1,44.5,0,1,0
58,302.0,1587.0,727.0,0,39.7,17,0,0
46,413.0,1060.0,739.0,0,36.6,21,1,0
59,379.0,1798.0,688.0,0,42.1,18,0,0
33,421.0,1233.0,678.0,2,32.1,10,1,0
44,423.0,3049.0,704.0,0,36.8,21,0,0
43,447.0,1533.0,856.0,2,32.0,17,0,0
42,685.0,2137.0,698.0,0,37.1,9,1,0
48,384.0,2292.0,591.0,1,38.9,5,0,0
52,299.0,2043.0,607.0,1,38.2,22,1,0
27,158.0,2772.0,668.0,0,32.3,21,1,0
48,249.0,1815.0,593.0,2,42.9,1,0,0
55,516.0,1549.0,671.0,0,34.0,4,1,0
33,459.0,1528.0,836.0,2,33.7,9,1,0
28,232.0,2215.0,644.0,1,17.8,14,1,0
31,651.0,1820.0,604.0,1,27.5,13,1,0
38,416.0,1528.0,665.0,2,44.7,5,0,0
47,431.0,2085.0,673.0,1,43.8,13,1,0
42,627.0,2198.0,611.0,1,35.8,23,1,0
49,571.0,2014.0,593.0,2,30.4,24,1,0
23,466.0,2278.0,775.0,0,37.5,20,1,0
22,471.0,1937.0,715.0,1,12.1,13,0,0
57,482.0,1651.0,646.0,1,37.4,11,0,0
47,353.0,2241.0,599.0,1,23.5,22,1,0
50,412.0,1526.0,644.0,3,35.1,3,0,0
42,443.0,1426.0,594.0,0,38.1,25,1,0
32,366.0,2385.0,639.0,1,32.5,11,1,0
32,274.0,1754.0,825.0,1,43.5,20,0,0
57,351.0,2600.0,697.0,1,29.7,16,0,0
60,271.0,2260.0,637.0,1,28.7,18,0,0
56,387.0,1722.0,728.0,3,42.2,15,0,0
55,184.0,2104.0,615.0,1,32.4,17,1,0
45,418.0,2962.0,652.0,2,49.5,5,0,0
43,201.0,2217.0,550.0,1,36.1,8,1,0
26,336.0,2144.0,769.0,1,41.5,25,0,0
54,435.0,1650.0,666.0,0,45.3,18,1,0
57,467.0,2675.0,623.0,3,35.3,11,0,0
41,454.0,2454.0,725.0,2,20.7,10,0,0
40,415.0,1654.0,607.0,0,42.3,15,1,0
56,257.0,2690.0,611.0,0,47.9,1,1,0
38,488.0,1969.0,653.0,2,33.3,17,1,0
55,259.0,1547.0,596.0,0,45.9,5,0,0
30,500.0,1649.0,634.0,0,24.3,25,1,0
47,449.0,2269.0,666.0,3,37.5,21,1,0
23,529.0,1550.0,672.0,2,33.1,4,0,0
30,383.0,1437.0,587.0,1,20.2,8,0,0
30,290.0,1716.0,663.0,3,40.0,12,0,0
38,238.0,1778.0,721.0,0,27.1,6,1,0
22,250.0,1617.0,732.0,0,39.8,22,0,0
46,200.0,1709.0,645.0,1,26.0,0,0,0
46,484.0,2285.0,667.0,2,19.3,9,0,0
60,497.0,2008.0,663.0,3,28.9,25,1,0
56,441.0,1683.0,583.0,4,46.4,17,0,0
24,376.0,1720.0,642.0,1,34.4,11,0,0
58,607.0,1845.0,736.0,0,36.4,2,0,0
51,369.0,1869.0,737.0,0,37.4,4,1,0
59,404.0,1871.0,709.0,0,37.0,13,1,0
55,375.0,2270.0,494.0,1,54.7,14,0,0
33,343.0,1983.0,625.0,0,35.6,11,1,0
40,449.0,1995.0,713.0,0,16.9,3,0,0
58,310.0,2499.0,800.0,2,32.3,23,1,0
38,303.0,2688.0,679.0,2,36.7,15,1,0
31,455.0,1383.0,687.0,1,23.4,10,1,0
33,325.0,1237.0,672.0,1,33.6,3,1,0
37,395.0,1753.0,589.0,2,33.7,5,0,0
45,342.0,2229.0,705.0,2,53.8,24,1,0
40,379.0,2058.0,574.0,0,29.2,15,0,0
29,306.0,2343.0,674.0,1,45.5,1,0,0
52,310.0,1735.0,686.0,0,34.5,12,1,0
42,290.0,1078.0,683.0,0,44.6,7,0,0
38,473.0,1326.0,589.0,0,50.0,11,0,0
44,399.0,2137.0,630.0,0,39.8,20,0,0
58,481.0,2346.0,728.0,1,35.4,25,0,0
37,493.0,1099.0,685.0,1,47.5,5,1,0
27,329.0,2492.0,631.0,3,21.4,2,1,0
29,477.0,2095.0,605.0,1,37.7,14,1,0
46,378.0,1870.0,736.0,1,23.5,7,1,0
39,363.0,1637.0,682.0,2,44.0,1,1,0
46,518.0,2568.0,601.0,2,37.0,15,0,0
33,441.0,2277.0,667.0,1,35.3,12,1,0
36,341.0,2106.0,624.0,3,32.3,0,1,0
47,434.0,1593.0,701.0,2,42.8,10,1,0
47,241.0,2578.0,768.0,1,18.1,0,1,0
53,407.0,1913.0,604.0,3,55.0,7,0,0
31,215.0,2026.0,691.0,0,34.6,1,0,0
37,272.0,1931.0,690.0,2,23.0,12,1,0
28,444.0,1578.0,530.0,2,9.7,20,1,0
38,120.0,2034.0,738.0,1,34.3,1,1,0
44,578.0,2193.0,827.0,2,38.3,3,0,0
47,472.0,1715.0,690.0,0,39.1,24,0,0
42,178.0,1998.0,775.0,1,21.5,1,1,0
43,644.0,1925.0,592.0,1,23.7,12,0,0
28,674.0,2284.0,630.0,0,49.6,3,0,0
35,360.0,1774.0,685.0,0,20.5,25,1,0
36,278.0,1995.0,620.0,1,37.1,20,0,0
28,565.0,2084.0,683.0,0,32.1,25,1,0
30,342.0,1765.0,750.0,3,30.6,14,0,0
29,398.0,1553.0,618.0,1,33.3,25,1,0
44,514.0,1622.0,753.0,1,30.6,20,1,0
50,363.0,2072.0,545.0,1,30.3,11,0,0
39,353.0,1801.0,640.0,3,46.0,11,1,0
52,240.0,1796.0,666.0,1,32.0,4,0,0
51,311.0,2154.0,615.0,1,23.8,9,1,0
60,351.0,2328.0,641.0,4,35.2,25,0,0
56,244.0,2401.0,778.0,0,25.4,1,1,0
39,254.0,1643.0,767.0,2,25.1,7,0,0
60,384.0,2288.0,730.0,3,50.6,4,1,0
38,177.0,2776.0,753.0,1,34.2,21,1,0
35,283.0,1953.0,637.0,5,23.2,7,0,0
52,594.0,1869.0,594.0,2,35.0,23,0,0
45,342.0,1782.0,623.0,0,36.6,12,1,0
56,328.0,1453.0,634.0,1,33.9,12,1,0
55,342.0,2254.0,637.0,2,31.1,25,1,0
24,343.0,1871.0,717.0,0,22.1,22,1,0
58,443.0,1837.0,703.0,1,31.8,14,0,0
47,436.0,2189.0,668.0,1,28.1,14,1,0
44,337.0,2227.0,672.0,2,34.8,23,0,0
60,356.0,1648.0,757.0,2,40.2,25,1,0
36,524.0,1658.0,590.0,0,53.5,10,1,0
25,214.0,1639.0,735.0,3,43.7,22,1,0
50,374.0,2788.0,532.0,0,8.9,9,0,0
43,395.0,2520.0,640.0,2,38.2,5,1,0
46,295.0,2197.0,786.0,0,51.2,4,1,0
34,367.0,1742.0,701.0,1,34.6,4,1,0
39,280.0,1792.0,647.0,4,51.6,7,0,1
54,450.0,2053.0,744.0,0,25.0,0,1,0
37,233.0,2828.0,722.0,1,27.2,1,0,0
23,497.0,2021.0,719.0,1,34.3,16,0,0
56,372.0,2114.0,666.0,0,34.5,25,1,0
55,331.0,829.0,747.0,1,44.4,6,0,0
51,269.0,2008.0,635.0,1,36.0,24,1,0
34,493.0,1315.0,632.0,1,34.9,22,0,0
34,308.0,1695.0,811.0,2,60.8,8,1,0
39,252.0,1920.0,645.0,0,28.2,3,1,0
53,496.0,1773.0,538.0,2,48.9,6,0,0
53,281.0,1633.0,754.0,1,40.2,9,0,0
56,370.0,1637.0,775.0,0,32.3,15,0,0
60,470.0,1811.0,663.0,1,38.6,9,0,0
50,397.0,1793.0,533.0,2,27.8,6,1,0
50,570.0,1909.0,676.0,2,36.9,25,1,0
37,288.0,1877.0,825.0,2,36.0,25,1,0
31,357.0,2437.0,694.0,0,40.8,1,0,0
51,365.0,1039.0,734.0,1,34.8,1,0,0
46,448.0,2003.0,738.0,1,52.7,7,0,0
60,522.0,1930.0,748.0,1,27.2,13,1,0
41,388.0,1844.0,810.0,2,29.1,17,1,0
26,365.0,1604.0,756.0,1,38.4,0,1,0
22,217.0,1837.0,674.0,1,27.9,16,1,0
51,392.0,1214.0,602.0,2,42.7,16,1,0
24,308.0,1987.0,710.0,1,49.1,21,1,0
35,448.0,2063.0,666.0,1,30.8,4,1,0
51,335.0,1604.0,730.0,5,36.9,15,1,0
25,354.0,2715.0,620.0,2,42.5,6,1,0
39,219.0,1849.0,659.0,2,44.8,14,1,0
58,181.0,1919.0,681.0,1,70.8,18,0,0
46,585.0,2461.0,614.0,2,22.4,20,1,0
22,394.0,2800.0,683.0,2,50.9,1,0,0
36,424.0,1428.0,735.0,1,29.6,15,1,0
30,280.0,1658.0,814.0,0,30.0,24,0,0
36,476.0,1857.0,629.0,1,37.4,8,1,0
45,456.0,1588.0,743.0,2,36.6,19,1,0
25,292.0,2255.0,542.0,2,48.5,17,0,0
33,263.0,1542.0,679.0,3,21.3,9,0,0
58,299.0,2432.0,685.0,1,6.2,23,1,0
58,377.0,2162.0,737.0,0,55.3,19,1,0
27,398.0,2389.0,644.0,1,21.6,20,0,0
60,384.0,1544.0,697.0,2,46.1,3,1,0
45,523.0,1739.0,758.0,0,49.9,1,1,0
32,301.0,2277.0,601.0,1,47.3,13,0,0
34,260.0,2201.0,543.0,5,41.1,21,0,0
55,380.0,1780.0,756.0,2,43.5,0,1,0
46,194.0,1839.0,610.0,0,30.8,7,0,0
28,457.0,1718.0,712.0,3,16.9,10,0,0
25,391.0,1828.0,817.0,1,32.5,0,1,0
29,343.0,1495.0,739.0,2,30.6,4,0,0
41,337.0,1424.0,612.0,0,26.6,24,1,0
50,480.0,2322.0,578.0,1,36.5,12,0,0
31,477.0,1814.0,626.0,2,16.5,16,0,0
55,353.0,2384.0,692.0,0,48.5,9,1,0
47,445.0,2150.0,663.0,0,35.3,22,0,0
24,475.0,2031.0,775.0,1,31.1,6,1,0
27,417.0,1602.0,727.0,0,32.9,12,1,0
26,357.0,1391.0,629.0,2,34.4,20,0,0
26,422.0,1708.0,739.0,4,25.6,3,0,0
44,266.0,2543.0,785.0,2,25.6,24,0,0
30,388.0,2273.0,658.0,0,22.9,20,0,0
56,354.0,1669.0,714.0,1,21.8,12,0,0
41,337.0,1713.0,619.0,3,27.4,0,1,0
56,190.0,1510.0,670.0,0,34.5,24,1,0
39,267.0,1250.0,618.0,1,47.0,10,1,0
38,327.0,1943.0,767.0,3,20.2,20,1,0
45,478.0,2625.0,645.0,0,45.2,8,0,0
24,411.0,2630.0,711.0,0,19.9,12,0,0
53,483.0,2155.0,724.0,2,37.0,10,0,0
56,517.0,1647.0,898.0,0,20.8,7,0,0
59,416.0,1291.0,661.0,1,23.4,25,1,0
34,395.0,2340.0,626.0,1,39.2,6,1,0
46,273.0,2088.0,675.0,3,39.0,21,0,0
30,599.0,1767.0,620.0,1,43.5,24,0,0
25,224.0,1697.0,646.0,2,26.7,19,1,0
35,393.0,2152.0,731.0,1,46.0,14,1,0
58,472.0,1553.0,633.0,0,51.6,14,1,0
55,473.0,2000.0,719.0,0,38.3,20,0,0
32,253.0,1388.0,722.0,0,18.1,11,0,0
24,334.0,2836.0,697.0,1,16.7,16,1,0
49,292.0,1611.0,727.0,1,37.5,22,1,0
50,162.0,2172.0,659.0,0,30.3,5,1,0
30,394.0,1397.0,540.0,1,26.0,12,1,0
24,301.0,1831.0,684.0,1,34.3,15,1,0
46,546.0,2272.0,685.0,1,32.4,22,1,0
55,448.0,2362.0,654.0,3,34.4,0,1,0
33,385.0,2221.0,725.0,1,27.2,12,1,0
30,328.0,1842.0,734.0,1,55.8,6,0,0
36,393.0,1620.0,695.0,2,25.1,12,1,0
46,352.0,1447.0,687.0,1,33.3,6,0,0
26,388.0,2532.0,765.0,2,15.6,7,0,1
32,589.0,1943.0,605.0,1,24.4,17,1,0
55,263.0,2021.0,657.0,0,23.0,16,1,0
45,361.0,2389.0,750.0,1,30.6,15,1,0
36,458.0,2146.0,718.0,0,33.5,16,1,0
59,336.0,1846.0,664.0,1,31.8,7,1,0
29,554.0,2213.0,707.0,1,30.5,6,0,0
26,455.0,1639.0,642.0,0,38.1,24,1,0
47,301.0,1249.0,691.0,1,38.9,17,1,0
39,402.0,2493.0,728.0,1,12.2,3,0,0
27,302.0,1674.0,770.0,2,46.6,23,1,0
58,292.0,1772.0,726.0,1,38.6,21,1,0
34,365.0,1809.0,775.0,4,16.4,1,0,0
49,519.0,1647.0,579.0,0,45.0,15,1,0
26,462.0,2363.0,525.0,2,46.2,25,0,0
34,378.0,2057.0,527.0,3,16.1,17,0,0
38,466.0,1772.0,758.0,0,32.9,22,0,0
53,410.0,1364.0,722.0,0,38.6,24,1,0
50,251.0,2028.0,630.0,3,46.7,7,1,0
24,364.0,871.0,653.0,2,40.9,13,1,0
55,372.0,1998.0,704.0,1,30.4,17,0,0
48,464.0,2464.0,629.0,1,25.2,18,0,0
34,318.0,1927.0,623.0,0,21.2,23,1,0
54,280.0,2407.0,634.0,1,26.7,3,0,0
27,375.0,1384.0,628.0,0,41.4,21,1,0
45,309.0,2756.0,683.0,2,45.2,13,1,0
40,344.0,2361.0,796.0,3,32.2,1,1,0
37,371.0,2100.0,610.0,0,47.0,16,1,0
49,338.0,1649.0,675.0,0,40.1,5,0,0
54,486.0,1579.0,712.0,1,61.3,7,1,0
34,536.0,1870.0,717.0,1,17.7,15,0,0
46,475.0,2405.0,645.0,2,33.8,20,0,0
57,185.0,1347.0,723.0,3,38.1,0,0,0
48,309.0,1904.0,709.0,1,54.5,25,1,0
59,360.0,2208.0,648.0,1,21.5,17,0,0
28,177.0,2290.0,585.0,1,26.3,2,1,0
26,284.0,2207.0,600.0,0,36.6,17,0,0
52,359.0,1305.0,732.0,3,23.8,24,1,0
44,331.0,2375.0,780.0,2,33.5,9,0,0
31,381.0,1928.0,680.0,3,19.6,1,0,0
53,228.0,1444.0,778.0,1,48.0,18,0,0
51,329.0,1890.0,676.0,2,52.8,24,0,0
60,397.0,1077.0,600.0,7,53.2,10,1,0
52,381.0,2143.0,665.0,2,37.5,18,1,0
39,429.0,1846.0,784.0,1,37.8,23,1,0
57,423.0,1367.0,638.0,0,35.9,23,1,0
23,335.0,1778.0,670.0,2,44.6,2,1,0
35,393.0,1603.0,763.0,0,48.6,9,1,0
34,292.0,1630.0,758.0,4,43.1,15,0,0
50,350.0,950.0,701.0,1,38.4,25,0,0
33,264.0,1198.0,717.0,0,43.1,2,1,0
60,497.0,1804.0,754.0,0,35.9,23,1,0
23,350.0,1731.0,702.0,2,22.6,18,1,0
53,497.0,2309.0,770.0,1,30.1,19,1,0
34,414.0,1635.0,727.0,0,38.1,20,0,0
48,283.0,1679.0,670.0,1,27.3,6,1,0
38,408.0,1698.0,710.0,4,26.6,16,0,0
52,469.0,1817.0,653.0,2,42.2,7,1,0
55,371.0,1938.0,612.0,0,42.8,2,0,0
45,388.0,1729.0,600.0,1,39.0,6,0,0
56,319.0,2140.0,666.0,2,31.0,9,0,0
27,383.0,2866.0,702.0,1,32.6,18,1,0
40,406.0,1553.0,806.0,2,43.0,24,1,0
51,316.0,2065.0,709.0,2,27.0,14,1,0
28,261.0,1912.0,693.0,2,21.5,25,0,0
31,522.0,2340.0,673.0,1,41.1,14,1,0
53,446.0,1985.0,655.0,1,34.8,4,0,0
55,320.0,1595.0,689.0,0,49.1,2,0,0
49,404.0,1411.0,661.0,1,25.3,2,0,0
36,217.0,2156.0,657.0,0,46.7,3,0,0
51,163.0,1445.0,737.0,0,30.2,14,1,0
58,499.0,2397.0,616.0,0,43.8,15,1,0
50,405.0,2132.0,663.0,0,23.1,4,0,0
43,375.0,1936.0,632.0,3,19.9,20,0,0
25,406.0,1349.0,688.0,1,39.5,7,0,0
41,735.0,2184.0,740.0,1,33.2,9,0,0
53,476.0,2579.0,704.0,1,37.6,21,0,0
57,265.0,1721.0,665.0,1,26.2,20,1,0
25,195.0,1588.0,746.0,4,39.3,1,0,0
48,496.0,1861.0,742.0,3,48.7,13,1,0
38,474.0,2096.0,683.0,0,47.0,4,1,0
33,443.0,1677.0,792.0,3,29.3,6,1,0
43,291.0,2278.0,709.0,2,23.4,10,1,0
38,420.0,2703.0,707.0,2,36.0,2,1,0
31,300.0,2039.0,596.0,3,44.5,11,1,0
22,453.0,1764.0,562.0,0,19.1,13,1,0
43,488.0,2085.0,684.0,0,42.1,22,1,0
47,320.0,2394.0,750.0,0,56.1,0,1,0
39,504.0,1967.0,703.0,0,42.4,21,0,0
35,393.0,2104.0,747.0,1,20.4,15,1,0
50,434.0,2196.0,651.0,1,24.7,14,1,0
33,236.0,1532.0,686.0,1,29.1,0,1,0
57,406.0,2093.0,681.0,1,34.5,22,1,0
56,306.0,1336.0,554.0,0,39.5,21,0,0
33,432.0,1623.0,805.0,1,43.2,12,0,0
28,541.0,2381.0,764.0,2,33.0,25,0,0
50,412.0,2266.0,745.0,2,38.6,14,1,0
32,281.0,1787.0,770.0,0,25.2,16,1,0
54,449.0,2616.0,647.0,2,28.9,8,1,1
27,424.0,1350.0,736.0,1,44.8,4,0,0
36,606.0,1814.0,647.0,2,40.5,22,0,0
53,408.0,2016.0,690.0,1,41.8,11,0,0
32,316.0,721.0,558.0,1,25.6,16,1,0
44,465.0,1834.0,670.0,3,35.6,10,1,0
47,366.0,1428.0,573.0,3,36.9,10,1,0
55,389.0,1437.0,592.0,1,39.2,23,0,0
55,278.0,1786.0,676.0,1,46.2,7,1,0
50,367.0,1133.0,630.0,0,36.5,14,1,0
25,383.0,1561.0,704.0,0,51.9,24,0,0
38,366.0,1143.0,797.0,0,16.3,1,0,0
56,315.0,1952.0,636.0,0,32.9,21,1,0
34,412.0,1944.0,661.0,2,46.3,9,1,0
60,278.0,1754.0,727.0,2,28.5,20,0,0
36,253.0,2319.0,633.0,0,44.3,21,0,0
50,458.0,1776.0,630.0,2,37.0,13,0,0
50,448.0,1890.0,649.0,2,55.0,4,1,0
32,236.0,1519.0,742.0,2,34.5,16,0,0
53,179.0,933.0,556.0,2,34.6,17,0,0
23,269.0,1839.0,621.0,1,54.0,18,0,0
35,366.0,1784.0,787.0,3,32.4,6,1,0
41,507.0,2618.0,463.0,1,46.6,25,1,0
43,363.0,2180.0,671.0,2,39.1,24,1,0
32,295.0,1726.0,787.0,1,46.9,17,0,0
48,396.0,1959.0,814.0,2,32.5,11,1,0
24,367.0,2281.0,736.0,1,34.9,14,1,0
38,228.0,2117.0,762.0,2,32.3,13,1,0
49,229.0,2601.0,614.0,0,16.3,9,0,0
50,232.0,1568.0,619.0,1,33.3,16,0,0
42,653.0,2310.0,800.0,0,68.0,0,0,0
37,475.0,1722.0,662.0,1,28.7,3,0,0
58,315.0,1981.0,549.0,2,37.5,8,0,0
41,502.0,1666.0,709.0,0,47.9,3,1,0
27,318.0,1840.0,667.0,1,41.2,18,0,0
40,498.0,1989.0,686.0,0,35.2,25,1,0
26,389.0,2149.0,513.0,2,27.1,23,1,0
24,308.0,1926.0,495.0,2,50.4,24,1,0
22,455.0,856.0,701.0,2,47.1,4,1,0
59,395.0,1868.0,659.0,0,50.2,17,1,0
36,424.0,2518.0,648.0,0,49.2,14,1,0
55,404.0,1864.0,707.0,0,21.7,19,1,0
56,403.0,2529.0,625.0,0,32.5,25,1,0
46,468.0,1850.0,661.0,1,39.1,7,1,0
45,664.0,1240.0,649.0,0,26.5,1,0,0
33,517.0,1718.0,742.0,1,29.7,24,0,0
39,404.0,1665.0,548.0,5,42.4,12,0,0
36,346.0,1804.0,635.0,1,42.0,12,0,0
37,358.0,1402.0,756.0,1,53.6,13,0,0
48,242.0,1896.0,621.0,1,28.8,14,0,0
29,453.0,1762.0,688.0,0,26.7,20,0,0
46,268.0,2441.0,797.0,0,57.0,11,1,0
38,339.0,1392.0,691.0,1,33.5,22,1,0
50,454.0,2003.0,830.0,2,17.0,4,1,0
29,354.0,2073.0,778.0,1,40.0,2,0,0
36,326.0,2225.0,634.0,1,25.2,17,0,0
48,248.0,1747.0,592.0,1,32.1,2,1,0
28,513.0,1993.0,638.0,1,21.8,13,1,0
24,288.0,2048.0,707.0,1,47.1,1,1,0
50,316.0,1208.0,704.0,3,40.1,17,0,0
45,183.0,1762.0,727.0,1,23.1,12,1,0
24,378.0,1886.0,615.0,1,38.0,1,1,0
41,343.0,1936.0,626.0,1,42.7,11,1,0
36,400.0,1930.0,719.0,2,33.9,1,0,0
46,251.0,2084.0,819.0,1,52.6,7,0,0
51,461.0,2714.0,603.0,0,46.4,4,0,0
35,178.0,1650.0,675.0,2,31.2,24,1,0
28,370.0,2060.0,655.0,2,33.7,10,1,0
38,393.0,2447.0,690.0,1,23.6,12,1,0
41,386.0,1145.0,596.0,2,19.0,20,1,0
57,397.0,2013.0,686.0,1,27.3,16,0,0
30,467.0,1194.0,765.0,0,29.0,23,1,0
59,526.0,2818.0,566.0,0,49.3,15,0,0
43,363.0,2119.0,750.0,1,22.3,18,1,0
23,274.0,2063.0,596.0,0,37.0,25,0,0
45,442.0,1113.0,698.0,1,38.1,25,1,0
29,349.0,1688.0,714.0,1,28.9,14,1,0
32,519.0,1690.0,706.0,1,46.2,17,0,0
34,314.0,2642.0,657.0,1,32.9,5,0,0
38,286.0,2206.0,726.0,1,30.1,3,0,0
29,396.0,1206.0,592.0,0,52.4,3,0,0
42,189.0,2097.0,744.0,2,27.6,12,1,0
39,329.0,1269.0,647.0,0,43.8,8,1,0
51,344.0,1216.0,703.0,0,30.3,9,0,0
39,404.0,2090.0,655.0,3,23.8,13,1,0
52,270.0,2213.0,787.0,3,32.7,7,1,0
59,283.0,2093.0,711.0,0,59.6,2,0,0
53,507.0,2689.0,726.0,2,21.6,8,0,0
32,379.0,2055.0,735.0,0,29.0,0,1,0
46,475.0,1971.0,663.0,1,48.3,14,1,0
54,320.0,1389.0,700.0,1,26.6,14,1,0
59,374.0,2260.0,692.0,3,30.0,6,1,0
29,404.0,1206.0,725.0,2,37.3,14,0,0
32,572.0,2749.0,649.0,2,33.8,6,1,0
43,356.0,2266.0,631.0,0,41.1,12,1,0
45,362.0,3072.0,763.0,0,33.4,11,0,0
38,501.0,2064.0,735.0,0,36.1,17,0,0
33,338.0,2286.0,621.0,1,34.7,6,0,0
