customer_id,age,gender,region,device_type,subscription_type,payment_method,marketing_channel,tenure_months,monthly_fee,avg_watch_hours,weekly_login_days,num_devices_registered,num_profiles,support_tickets_6m,payment_failures_3m,days_since_last_login,used_discount,auto_renew,price_increase_recent,multi_service_user,satisfaction_score,churn
7102,37,Female,Daejeon,iOS,Basic,BankTransfer,SNS,18,7976.0,11.4,4.7,3,3,1,0,32,0,1,0,0,4.7,0
7103,39,Female,Busan,Android,Basic,BankTransfer,Organic,14,9187.0,30.6,4.9,4,6,2,0,7,0,1,1,0,4.8,0
7104,35,Female,Incheon,Web,Basic,CreditCard,Organic,18,8993.0,14.3,6.7,3,4,1,0,4,0,1,0,0,3.3,0
7105,45,Female,Other,Android,Basic,BankTransfer,Referral,22,8723.0,10.1,3.8,4,3,3,0,15,1,1,1,0,3.8,0
7106,34,Female,Other,Web,Standard,KakaoPay,SNS,34,11581.0,31.4,3.7,3,3,0,0,0,0,1,1,0,,0
7107,18,Female,Other,Android,Standard,CreditCard,SNS,14,13256.0,27.6,2.4,3,2,0,0,20,0,1,1,0,3.7,0
7108,36,Female,Incheon,Android,Standard,MobilePay,Ads,50,11717.0,51.2,1.7,5,5,2,0,11,1,1,0,1,3.5,0
7109,18,Male,Daegu,Android,Basic,BankTransfer,Ads,23,9372.0,10.5,0.7,4,2,1,0,8,1,1,0,1,5.0,0
7110,42,Male,Daegu,Tablet,Standard,BankTransfer,Referral,28,13452.0,,4.9,1,1,0,0,5,0,1,0,1,3.9,0
7111,27,Male,Other,iOS,Basic,CreditCard,Affiliate,19,9751.0,23.6,5.7,2,2,1,1,56,0,0,0,1,4.2,0
7112,40,Female,Other,Android,Standard,CreditCard,Referral,24,12011.0,16.5,5.8,3,2,0,2,3,0,1,0,1,3.4,0
7113,52,Female,Busan,Android,Basic,BankTransfer,Organic,19,10420.0,2.5,4.8,2,2,0,2,6,0,0,0,0,3.3,0
7114,28,Male,Seoul,Android,Basic,KakaoPay,SNS,24,9245.0,7.7,3.6,6,3,1,0,10,0,0,0,0,3.9,0
7115,50,Female,Busan,Android,Standard,KakaoPay,SNS,23,18575.0,11.5,3.7,4,3,2,0,3,1,0,0,1,3.7,0
7116,33,Male,Busan,Android,Premium,BankTransfer,SNS,10,17457.0,16.9,2.9,3,1,1,0,10,0,1,1,0,4.8,0
7117,57,Male,Other,Web,Standard,CreditCard,Ads,30,15958.0,5.8,6.4,4,5,0,0,6,0,1,0,0,5.0,0
7118,34,Male,Busan,Web,Standard,CreditCard,Organic,37,12350.0,18.1,3.2,3,4,2,0,7,1,1,0,0,2.9,0
7119,29,Female,Seoul,Tablet,Premium,MobilePay,Organic,14,20868.0,10.7,0.0,3,4,0,0,10,1,0,0,0,4.1,0
7120,46,Female,Other,Android,Standard,CreditCard,Ads,8,14255.0,12.4,3.6,3,2,0,0,16,0,0,0,0,2.3,1
7121,33,Female,Seoul,Web,Standard,BankTransfer,Organic,50,11258.0,25.4,5.2,4,2,2,0,57,1,1,0,0,4.4,0
7122,29,Female,Busan,Android,Standard,CreditCard,Ads,60,13076.0,39.4,4.5,1,5,2,1,4,0,1,1,0,2.1,0
7123,33,Male,Incheon,Android,Premium,KakaoPay,Organic,40,20712.0,19.8,2.9,6,2,0,0,1,1,0,0,1,2.5,0
7124,38,Female,Daegu,Android,Standard,CreditCard,Organic,38,13187.0,9.3,3.5,5,2,1,0,0,0,1,0,0,,0
7125,53,Male,Busan,Tablet,Premium,MobilePay,Ads,3,20788.0,15.1,1.7,5,2,1,0,4,0,1,0,0,4.3,0
7126,18,Male,Incheon,Tablet,Basic,BankTransfer,Organic,7,9678.0,,5.4,2,3,1,0,21,0,1,1,1,2.8,0
7127,38,Male,Seoul,Web,Premium,CreditCard,Organic,7,20975.0,26.5,0.9,4,2,2,0,59,1,0,0,1,3.5,1
7128,45,Male,Daegu,Android,Basic,CreditCard,Organic,19,9623.0,31.6,7.0,5,1,1,1,3,0,1,1,0,3.2,0
7129,40,Male,Incheon,Web,Standard,MobilePay,Organic,16,12098.0,11.4,4.1,5,4,1,0,18,0,1,0,0,2.6,0
7130,52,Male,Other,iOS,Standard,BankTransfer,Organic,50,13606.0,14.0,2.1,3,1,1,0,11,0,1,0,0,4.8,0
7131,37,Female,Incheon,Android,Standard,BankTransfer,Referral,31,13781.0,7.4,0.2,2,4,2,1,4,1,0,0,0,4.2,0
7132,36,Male,Incheon,Android,Basic,KakaoPay,Organic,43,9008.0,10.3,2.3,3,4,2,0,0,0,1,0,1,,0
7133,45,Female,Daegu,iOS,Premium,CreditCard,SNS,30,17671.0,,3.2,4,5,1,2,24,0,0,0,0,3.2,0
7134,39,Male,Seoul,Web,Basic,MobilePay,Affiliate,27,8713.0,7.2,2.7,7,1,1,0,0,0,1,1,0,3.1,0
7135,34,Male,Seoul,Web,Basic,BankTransfer,Affiliate,18,9707.0,4.6,2.0,3,3,1,0,49,0,1,0,0,3.7,0
7136,44,Male,Other,iOS,Premium,BankTransfer,Ads,17,19082.0,16.9,5.1,2,4,0,0,9,1,1,0,1,5.0,0
7137,31,Male,Busan,iOS,Standard,CreditCard,Organic,20,9953.0,17.3,3.2,5,1,2,1,15,1,1,0,1,2.8,1
7138,31,Male,Daejeon,iOS,Standard,KakaoPay,Organic,9,15446.0,32.8,2.3,3,5,1,0,1,1,0,0,0,3.4,0
7139,32,Female,Seoul,Web,Premium,CreditCard,Referral,7,18196.0,29.4,7.0,3,2,0,0,1,0,0,0,1,3.8,0
7140,53,Female,Other,Android,Basic,BankTransfer,SNS,9,7042.0,25.2,2.3,1,3,0,0,2,1,0,0,1,4.9,0
7141,18,Male,Other,iOS,Basic,MobilePay,Organic,14,9001.0,14.9,4.0,2,4,0,0,14,0,1,1,0,3.8,0
7142,42,Male,Busan,Android,Premium,BankTransfer,SNS,19,17892.0,30.6,2.7,2,2,0,0,2,1,1,0,1,2.3,0
7143,38,Female,Daegu,Android,Standard,CreditCard,Referral,11,12164.0,23.2,7.0,4,3,0,0,19,0,1,0,0,,0
7144,20,Male,Incheon,Android,Premium,,Referral,24,19315.0,,6.5,4,5,0,0,8,0,1,0,0,,0
7145,41,Male,Other,iOS,Premium,CreditCard,Referral,58,21506.0,14.4,5.7,2,3,3,0,6,1,0,0,1,2.3,0
7146,43,Female,Seoul,Android,Standard,CreditCard,Organic,4,14197.0,37.0,2.6,2,3,1,1,5,1,1,0,1,2.8,0
7147,44,Female,Gwangju,Web,Standard,CreditCard,Referral,26,11453.0,13.8,6.7,3,2,1,1,0,0,0,0,0,4.0,0
7148,18,Female,Gwangju,iOS,Basic,,Ads,36,8683.0,10.7,0.0,4,1,3,0,22,1,0,0,0,2.8,0
7149,53,Female,Incheon,Tablet,Basic,KakaoPay,SNS,40,8487.0,7.5,7.0,4,3,2,0,1,0,1,0,0,2.8,0
7150,30,Male,Seoul,Android,Standard,KakaoPay,Ads,47,14290.0,23.8,3.5,4,3,1,0,0,1,1,0,1,1.9,0
7151,46,Male,Seoul,iOS,Standard,BankTransfer,Ads,33,10616.0,21.0,3.8,5,3,0,0,4,1,0,0,1,3.9,0
7152,46,Male,Other,Tablet,Standard,,Referral,12,14381.0,13.1,3.5,5,2,0,0,8,0,1,0,0,,0
7153,28,Female,Seoul,Android,Basic,MobilePay,Referral,16,7890.0,4.8,5.7,5,2,2,0,1,1,1,1,0,3.1,0
7154,45,Female,Daegu,Android,Basic,MobilePay,Ads,32,8316.0,39.0,2.8,1,4,1,0,8,1,1,1,1,3.7,0
7155,34,Male,Busan,iOS,Basic,MobilePay,Organic,26,10102.0,13.4,3.1,6,1,1,0,4,1,1,0,1,2.4,0
7156,18,Male,Busan,Android,Standard,CreditCard,Organic,12,14006.0,21.6,3.9,3,2,3,0,37,0,1,0,0,1.0,0
7157,51,Male,Daegu,Android,Standard,CreditCard,Ads,27,14313.0,26.0,6.2,1,3,1,0,1,0,0,1,1,1.6,0
7158,29,Male,Other,Tablet,Standard,CreditCard,Referral,16,14956.0,27.3,7.0,5,5,2,1,41,1,0,0,0,2.5,0
7159,29,Male,Gwangju,Web,Standard,,Ads,59,13083.0,12.4,3.9,3,2,1,0,5,0,1,0,0,2.3,0
7160,34,Female,Other,iOS,Basic,KakaoPay,Affiliate,36,7807.0,7.3,2.7,3,5,2,0,9,0,1,0,1,3.7,0
7161,41,Female,Gwangju,Android,Standard,MobilePay,Referral,33,13890.0,,5.6,2,4,3,0,16,0,1,1,1,2.6,0
7162,37,Male,Daejeon,Android,Basic,,Ads,31,9993.0,14.7,7.0,4,2,3,2,7,0,1,0,0,1.1,1
7163,44,Male,Incheon,Android,Standard,CreditCard,Ads,33,13599.0,12.4,2.0,2,2,14,1,5,0,1,0,0,4.5,0
7164,23,Male,Other,iOS,Basic,KakaoPay,Ads,16,10588.0,26.0,5.2,2,2,0,0,7,1,0,0,0,2.7,0
7165,30,Male,Daegu,iOS,Basic,MobilePay,Organic,18,8609.0,21.0,7.0,4,5,1,2,9,0,1,0,0,5.0,0
7166,37,Male,Daegu,Android,Basic,CreditCard,Organic,22,8752.0,9.7,4.3,2,2,1,0,5,0,0,0,0,2.4,0
7167,59,Female,Daegu,Tablet,Premium,CreditCard,Ads,36,16948.0,7.3,5.2,7,2,2,0,8,0,1,0,0,5.0,0
7168,37,Male,Busan,iOS,Basic,CreditCard,Organic,22,7866.0,22.5,4.9,2,1,0,0,18,1,1,0,0,3.8,0
7169,50,Female,Seoul,Android,Basic,BankTransfer,Affiliate,60,9257.0,8.1,4.0,2,2,0,0,13,0,1,0,0,1.9,0
7170,38,Female,Seoul,iOS,Basic,MobilePay,SNS,14,7466.0,14.1,7.0,5,2,3,0,0,1,1,1,0,2.6,0
7171,33,Female,Daejeon,Android,Premium,CreditCard,Organic,40,18895.0,15.5,5.2,5,2,0,1,9,1,1,1,1,,0
7172,35,Male,Busan,iOS,Basic,CreditCard,Organic,43,8953.0,7.2,5.6,3,3,1,1,10,0,0,1,1,4.2,0
7173,36,Female,Incheon,iOS,Basic,CreditCard,SNS,22,,24.9,1.4,3,5,0,0,21,0,1,1,0,3.9,0
7174,45,Male,Other,Tablet,Basic,BankTransfer,Referral,38,10152.0,11.0,4.0,3,1,0,0,11,1,1,0,1,4.4,0
7175,53,Male,Daegu,Android,Premium,KakaoPay,Organic,20,19896.0,49.3,5.7,5,5,1,0,5,0,0,0,0,3.1,0
7176,42,Male,Seoul,Android,Premium,KakaoPay,Ads,43,22899.0,17.8,3.5,2,3,0,1,2,1,1,1,0,,0
7177,51,Female,Other,Android,Standard,MobilePay,Organic,17,13675.0,44.1,6.3,3,2,1,0,6,0,1,0,1,2.0,0
7178,27,Male,Busan,Android,Standard,MobilePay,Referral,32,16108.0,23.4,3.4,5,3,1,0,5,1,1,0,1,4.7,0
7179,33,Male,Daegu,Web,Basic,CreditCard,Ads,36,6109.0,17.2,4.6,3,2,0,0,0,1,0,0,0,4.1,0
7180,30,Male,Daegu,iOS,Basic,CreditCard,SNS,18,9426.0,13.9,7.0,3,4,1,0,6,1,0,0,0,,0
7181,41,Male,Seoul,Tablet,Standard,CreditCard,Ads,7,12924.0,27.2,4.2,3,3,0,0,1,0,1,1,1,3.1,0
7182,34,Male,Seoul,Android,Basic,CreditCard,SNS,38,9413.0,21.7,6.2,3,2,0,1,2,0,1,0,0,4.3,0
7183,46,Male,Seoul,Web,Basic,KakaoPay,SNS,9,9391.0,12.1,5.5,3,1,1,1,4,1,1,0,1,4.2,1
7184,28,Female,Seoul,Android,Premium,,Affiliate,10,20504.0,26.2,3.0,1,5,5,0,2,0,1,0,0,2.9,1
7185,38,Male,Busan,Web,Basic,CreditCard,Ads,18,9878.0,11.0,2.6,1,2,2,0,8,0,1,0,0,,1
7186,46,Female,Other,Android,Basic,,Ads,15,9216.0,32.0,7.0,3,6,1,0,22,0,1,0,0,2.4,0
7187,18,Female,Incheon,Web,Standard,CreditCard,Ads,58,11740.0,7.6,5.5,2,2,1,0,8,1,1,0,0,4.5,0
7188,61,Male,Other,Android,Basic,BankTransfer,Organic,49,9716.0,9.2,3.2,1,4,0,1,0,0,0,0,0,3.7,0
7189,35,Female,Daegu,Android,Basic,CreditCard,Referral,28,7544.0,2.8,3.9,6,1,1,1,0,0,1,0,1,4.7,0
7190,18,Female,Gwangju,iOS,Basic,CreditCard,Affiliate,21,7957.0,17.0,2.7,4,1,2,0,12,1,0,0,1,5.0,0
7191,40,Female,Seoul,Web,Basic,MobilePay,Affiliate,11,9574.0,21.6,1.2,2,3,2,0,10,1,1,0,0,2.3,0
7192,38,Female,Busan,Web,Standard,KakaoPay,Referral,28,13780.0,12.6,5.0,2,3,0,2,7,1,0,0,0,,0
7193,37,Female,Daegu,Android,Basic,CreditCard,Ads,18,7826.0,50.0,4.1,2,2,0,1,0,0,1,0,0,4.0,0
7194,49,Male,Other,Android,Standard,CreditCard,Referral,22,11544.0,16.4,2.7,4,2,0,0,1,1,0,0,0,2.3,0
7195,46,Female,Seoul,Android,Premium,CreditCard,Ads,23,19217.0,25.3,0.8,1,6,1,0,23,0,1,1,1,2.4,0
7196,41,Male,Daegu,Web,Basic,MobilePay,SNS,34,8742.0,20.1,5.1,3,5,0,0,10,0,1,0,0,2.7,0
7197,43,Female,Seoul,Android,Standard,CreditCard,Organic,54,12680.0,12.9,6.0,4,1,0,0,22,0,0,0,0,3.3,1
7198,37,Male,Incheon,Web,Basic,BankTransfer,Organic,12,9785.0,8.9,3.8,5,1,5,0,7,1,1,0,0,3.3,0
7199,58,Female,Gwangju,iOS,Premium,MobilePay,Organic,17,18946.0,42.7,5.4,4,5,1,0,2,0,1,0,1,3.4,0
7200,22,Female,Daejeon,iOS,Standard,CreditCard,Affiliate,19,15030.0,,4.7,6,6,1,0,20,1,0,0,0,3.1,0
7201,40,Female,Seoul,Web,Standard,CreditCard,Referral,38,14386.0,38.8,4.8,2,1,0,0,23,0,0,0,1,5.0,0
7202,39,Female,Seoul,iOS,Basic,KakaoPay,Organic,15,7148.0,37.0,4.9,3,2,2,2,24,0,0,1,0,2.9,0
7203,47,Female,Incheon,Android,Basic,MobilePay,SNS,35,6809.0,14.9,5.1,7,2,1,2,31,0,1,0,0,,0
7204,29,Female,Other,Android,Basic,MobilePay,Ads,27,9992.0,11.8,4.9,3,3,1,0,6,1,0,0,0,4.1,0
7205,19,Male,Busan,Android,Premium,CreditCard,Ads,16,21031.0,26.2,5.0,2,2,0,2,26,1,0,0,0,4.6,0
7206,40,Female,Incheon,iOS,Standard,KakaoPay,Referral,32,14393.0,6.0,4.8,4,1,1,0,7,0,1,0,0,3.1,0
7207,41,Female,Incheon,Android,Basic,CreditCard,Referral,21,7990.0,4.5,6.8,3,3,0,0,9,0,1,0,0,3.0,0
7208,54,Female,Seoul,iOS,Basic,CreditCard,Organic,60,10726.0,86.2,3.5,3,1,0,2,12,0,0,1,0,3.4,0
7209,24,Female,Other,Android,Basic,BankTransfer,Referral,30,9641.0,30.0,2.6,3,3,2,0,21,1,0,1,1,3.2,0
7210,51,Male,Busan,Web,Standard,KakaoPay,SNS,26,15042.0,34.2,3.6,4,2,1,0,13,1,1,0,1,4.7,0
7211,64,Male,Daejeon,iOS,Standard,KakaoPay,Ads,3,14545.0,15.9,2.4,3,2,1,0,14,0,1,0,1,4.6,1
7212,34,Female,Incheon,Web,Basic,BankTransfer,Organic,25,8506.0,6.7,3.2,2,4,0,0,4,1,1,0,1,3.1,0
7213,24,Female,Gwangju,Android,Basic,KakaoPay,Organic,20,9074.0,3.7,1.8,4,2,0,2,14,0,1,0,1,4.4,0
7214,34,Male,Seoul,Web,Basic,BankTransfer,Referral,14,8759.0,13.6,4.6,2,2,1,2,3,1,1,1,1,3.3,0
7215,38,Female,Other,Web,Basic,CreditCard,Affiliate,38,11389.0,8.5,4.4,5,2,1,2,0,0,0,1,0,3.5,0
7216,44,Male,Busan,Android,Premium,CreditCard,SNS,12,19650.0,13.8,5.2,4,3,0,2,15,0,0,0,0,2.2,0
7217,31,Female,Gwangju,Tablet,Standard,CreditCard,Referral,31,14347.0,,3.1,1,2,1,0,17,0,1,0,1,,0
7218,55,Female,Other,Android,Premium,MobilePay,Ads,29,,34.0,7.0,3,1,0,0,0,1,1,1,0,3.1,0
7219,26,Male,Daegu,Android,Basic,CreditCard,SNS,48,7491.0,14.3,5.4,3,4,0,1,0,0,1,0,0,3.5,0
7220,19,Female,Busan,Android,Premium,CreditCard,Organic,11,17364.0,29.0,2.2,6,3,0,1,6,1,0,0,0,4.8,0
7221,50,Female,Other,Android,Basic,BankTransfer,Referral,19,8936.0,22.2,2.1,5,4,0,0,37,0,1,0,1,5.0,0
7222,18,Male,Busan,Web,Standard,CreditCard,Ads,20,10807.0,22.8,3.4,2,5,2,2,10,0,1,0,0,1.9,0
7223,36,Male,Other,Android,Basic,BankTransfer,SNS,15,8279.0,35.7,2.1,6,2,1,0,4,1,1,0,1,2.5,0
7224,72,Male,Seoul,iOS,Standard,CreditCard,Affiliate,24,13853.0,11.9,4.6,3,1,1,1,0,0,0,0,1,5.0,0
7225,38,Female,Incheon,iOS,Standard,BankTransfer,Ads,25,13172.0,24.8,4.6,4,2,0,0,0,1,0,0,1,2.7,0
7226,26,Male,Seoul,Web,Standard,KakaoPay,Affiliate,32,14074.0,39.4,3.0,2,2,0,0,2,0,1,0,1,2.8,0
7227,37,Male,Seoul,Android,Premium,KakaoPay,SNS,25,20323.0,4.0,3.2,4,2,0,0,9,0,1,0,0,3.9,0
7228,37,Male,Busan,iOS,Standard,CreditCard,Organic,7,11725.0,2.2,3.2,6,2,1,1,25,1,0,0,1,4.1,0
7229,40,Female,Seoul,Android,Premium,BankTransfer,Referral,8,19181.0,21.1,4.6,2,1,1,1,0,0,0,0,0,2.3,0
7230,45,Female,Other,iOS,Basic,CreditCard,Ads,46,8519.0,21.9,4.5,3,2,0,0,0,0,0,1,1,,0
7231,27,Female,Other,Web,Standard,CreditCard,SNS,12,12246.0,11.7,3.2,2,2,0,1,9,0,1,0,0,2.5,0
7232,57,Male,Seoul,Android,Standard,BankTransfer,SNS,32,12537.0,14.4,3.7,2,5,0,0,13,0,1,1,1,3.6,0
7233,41,Female,Seoul,Android,Basic,BankTransfer,Organic,37,9598.0,19.1,1.6,3,1,1,0,8,1,1,0,0,4.9,0
7234,46,Female,Gwangju,iOS,Basic,CreditCard,Ads,47,7234.0,13.9,3.1,5,2,2,1,17,0,1,0,0,3.2,1
7235,31,Male,Incheon,Android,Basic,CreditCard,Ads,28,7997.0,28.2,5.3,2,1,0,0,0,1,1,1,0,4.0,0
7236,52,Male,Other,Android,Premium,CreditCard,SNS,34,18303.0,24.4,3.9,5,5,2,2,4,0,1,0,0,2.5,0
7237,35,Female,Daegu,Android,Standard,CreditCard,Affiliate,23,14343.0,8.8,1.6,7,3,1,1,44,0,1,0,0,2.5,0
7238,41,Female,Gwangju,iOS,Standard,CreditCard,Organic,13,12671.0,13.1,4.0,4,1,0,0,13,0,1,1,0,2.5,0
7239,28,Female,Daegu,Android,Basic,,Ads,12,8049.0,5.3,5.4,3,3,0,0,5,0,1,1,0,2.8,1
7240,27,Male,Gwangju,iOS,Basic,CreditCard,Ads,47,8515.0,8.0,6.3,2,3,0,1,0,0,1,1,0,2.9,0
7241,46,Female,Seoul,iOS,Basic,CreditCard,Ads,47,10697.0,23.4,1.6,5,1,1,0,11,0,0,0,0,1.3,0
7242,33,Female,Busan,iOS,Standard,CreditCard,Affiliate,10,16391.0,8.7,5.1,4,4,0,0,23,1,1,0,0,2.5,0
7243,29,Female,Seoul,Tablet,Basic,MobilePay,Referral,15,9237.0,15.1,5.4,3,1,0,0,36,0,0,1,0,4.3,0
7244,31,Female,Daegu,iOS,Premium,,Organic,21,14437.0,30.3,4.3,3,3,0,0,47,0,1,0,0,2.7,0
7245,46,Female,Incheon,Android,Premium,CreditCard,Referral,9,20561.0,28.9,5.1,3,2,2,0,4,0,1,0,0,4.5,0
7246,31,Female,Other,Android,Standard,BankTransfer,Ads,39,11893.0,12.2,1.7,3,4,0,0,2,0,1,0,1,3.1,0
7247,37,Male,Seoul,iOS,Basic,MobilePay,Ads,24,9508.0,5.4,4.7,4,3,2,1,7,0,0,0,1,2.8,0
7248,38,Female,Incheon,Tablet,Basic,CreditCard,Organic,45,,15.3,3.2,3,4,0,1,16,1,1,0,0,3.6,0
7249,18,Male,Seoul,Web,Standard,BankTransfer,SNS,32,11798.0,30.1,2.6,4,4,0,0,4,1,0,0,0,4.8,0
7250,22,Female,Gwangju,Android,Basic,CreditCard,SNS,23,8923.0,14.4,7.0,1,2,0,1,2,0,0,1,0,,0
7251,42,Male,Other,Web,Standard,KakaoPay,Organic,33,14095.0,10.2,5.8,2,3,1,0,2,1,1,1,0,,0
7252,30,Female,Other,iOS,Premium,CreditCard,Referral,38,14526.0,15.8,1.5,2,2,0,0,23,0,1,0,0,3.3,0
7253,50,Male,Other,Android,Basic,CreditCard,SNS,33,7865.0,26.7,7.0,3,3,1,0,5,1,1,0,0,2.4,0
7254,49,Female,Other,iOS,Standard,BankTransfer,Ads,15,14802.0,7.2,5.2,4,3,0,0,20,1,1,0,1,,0
7255,46,Male,Other,Android,Premium,BankTransfer,Organic,28,17553.0,13.6,2.3,3,1,2,1,10,0,1,0,1,2.9,0
7256,58,Male,Busan,iOS,Basic,CreditCard,Ads,33,7676.0,14.1,4.0,3,2,1,1,2,1,1,1,0,2.4,0
7257,37,Female,Seoul,Android,Standard,KakaoPay,Ads,13,12879.0,6.8,6.1,2,3,0,0,13,0,0,0,1,,0
7258,45,Female,Incheon,Android,Standard,CreditCard,Ads,16,15913.0,7.6,6.0,4,1,3,0,1,0,0,1,1,3.5,0
7259,32,Male,Other,Web,Premium,KakaoPay,SNS,14,20532.0,6.3,2.8,1,2,1,1,9,0,0,0,1,3.9,0
7260,65,Male,Incheon,Web,Premium,MobilePay,Ads,15,19633.0,11.4,4.1,1,2,0,0,1,0,1,0,0,3.6,0
7261,60,Male,Seoul,Android,Standard,KakaoPay,Affiliate,13,13269.0,28.2,6.6,3,2,0,1,5,0,1,0,0,3.6,0
7262,38,Female,Other,Android,Standard,CreditCard,Organic,44,14553.0,10.6,5.5,3,3,0,1,5,0,0,1,0,5.0,0
7263,42,Female,Incheon,iOS,Basic,CreditCard,Referral,17,9899.0,13.4,5.4,2,6,0,1,6,0,1,0,0,3.5,0
7264,53,Female,Daejeon,Web,Standard,CreditCard,Ads,8,62740.0,,4.5,2,5,1,0,2,0,1,0,0,2.7,0
7265,36,Male,Other,Android,Basic,CreditCard,SNS,52,,14.9,0.0,1,4,1,1,41,0,1,1,0,4.2,0
7266,31,Male,Other,Web,Basic,CreditCard,Organic,34,8708.0,51.2,4.8,5,3,1,0,13,0,0,1,0,4.0,0
7267,48,Female,Other,Web,Standard,CreditCard,Ads,31,14909.0,6.6,2.6,1,4,0,0,0,0,1,0,1,3.5,0
7268,39,Male,Other,iOS,Standard,CreditCard,Affiliate,18,14815.0,9.3,4.8,5,5,1,1,2,0,1,0,0,3.3,0
7269,40,Female,Gwangju,Android,Basic,CreditCard,Ads,8,8570.0,32.0,0.0,3,1,0,1,26,1,1,0,0,5.0,0
7270,29,Male,Incheon,Android,Basic,KakaoPay,Organic,38,8120.0,15.0,2.8,3,3,0,0,0,0,0,0,0,1.6,0
7271,19,Female,Gwangju,Android,Standard,BankTransfer,SNS,39,14750.0,1.6,6.5,3,2,1,0,2,0,1,0,0,3.8,0
7272,41,Female,Other,Android,Basic,CreditCard,Referral,11,,13.5,3.9,3,2,1,2,11,0,1,0,1,3.0,1
7273,48,Male,Busan,Web,Basic,MobilePay,Referral,21,10245.0,31.5,3.9,2,3,1,1,3,0,1,0,1,2.2,1
7274,36,Female,Busan,Android,Basic,BankTransfer,Ads,23,9041.0,,5.3,2,1,0,1,37,0,0,1,0,4.0,0
7275,54,Female,Busan,Android,Standard,CreditCard,Organic,32,14346.0,17.7,3.7,2,1,0,0,6,1,0,0,0,3.5,0
7276,30,Male,Daegu,iOS,Standard,CreditCard,Referral,29,12543.0,8.2,5.0,1,4,3,0,14,0,1,0,1,2.4,0
7277,26,Male,Seoul,Web,Basic,KakaoPay,Ads,8,10783.0,9.7,2.2,3,1,1,0,14,1,0,0,1,3.6,0
7278,37,Female,Other,Android,Premium,BankTransfer,Ads,26,17008.0,52.7,2.7,5,2,1,2,11,1,1,0,0,4.0,0
7279,37,Male,Seoul,Web,Standard,BankTransfer,Organic,42,14513.0,,7.0,4,3,0,0,2,1,1,0,1,3.6,0
7280,46,Female,Seoul,iOS,Standard,BankTransfer,Referral,10,12107.0,34.9,4.1,3,3,0,0,5,1,1,0,1,3.9,0
7281,29,Male,Seoul,iOS,Basic,MobilePay,Referral,16,10630.0,6.6,7.0,4,5,1,0,6,1,1,1,1,4.0,0
7282,53,Male,Daegu,Web,Standard,CreditCard,Referral,25,11618.0,21.1,4.4,5,2,2,0,4,1,1,0,0,2.9,0
7283,60,Male,Busan,Android,Basic,CreditCard,Organic,24,11195.0,3.7,3.1,2,3,0,0,46,0,1,0,0,4.2,0
7284,38,Male,Busan,iOS,Standard,CreditCard,Organic,26,16181.0,10.7,2.1,5,1,2,1,6,0,0,0,1,3.7,0
7285,52,Male,Other,Web,Basic,CreditCard,Ads,22,,8.7,6.4,4,1,1,0,8,1,0,0,0,4.2,1
7286,26,Male,Other,Web,Basic,BankTransfer,Affiliate,19,9949.0,12.6,4.7,5,3,0,0,50,0,1,0,0,3.6,0
7287,50,Female,Other,Android,Premium,CreditCard,Organic,8,20270.0,34.2,3.1,3,4,1,0,4,0,0,0,0,3.3,0
7288,50,Female,Daegu,Android,Standard,MobilePay,Affiliate,10,12593.0,19.9,5.7,1,2,1,1,28,1,1,1,0,2.5,1
7289,47,Female,Other,Android,Basic,KakaoPay,Ads,19,8433.0,8.4,6.3,2,1,0,0,13,0,1,0,0,5.0,0
7290,38,Male,Other,Web,Standard,KakaoPay,Referral,7,14215.0,8.9,3.3,4,2,0,0,22,0,1,0,0,2.5,1
7291,18,Female,Other,Web,Premium,BankTransfer,SNS,11,21434.0,,7.0,3,4,0,0,6,1,0,1,0,3.8,0
7292,31,Male,Seoul,iOS,Basic,CreditCard,Affiliate,8,9876.0,6.4,4.4,3,3,0,0,1,1,1,1,0,3.0,0
7293,31,Male,Seoul,Android,Basic,BankTransfer,Organic,35,6969.0,39.9,4.1,2,2,1,1,4,1,0,0,1,4.4,0
7294,27,Male,Seoul,Android,Premium,CreditCard,Ads,44,20354.0,,7.0,2,1,0,0,27,0,1,0,1,3.1,0
7295,39,Male,Other,iOS,Standard,KakaoPay,Referral,34,12745.0,2.4,5.8,2,2,2,0,30,1,0,0,1,5.0,0
7296,33,Female,Gwangju,Tablet,Premium,KakaoPay,Referral,8,20288.0,20.9,5.1,4,1,2,2,1,0,1,0,0,5.0,0
7297,29,Male,Incheon,Web,Standard,KakaoPay,Ads,24,12618.0,26.3,7.0,3,4,1,1,44,1,1,0,1,3.4,0
7298,26,Female,Daegu,Web,Standard,BankTransfer,Ads,41,74495.0,18.9,3.7,4,5,0,0,7,1,1,0,1,3.9,0
7299,30,Male,Other,Android,Basic,BankTransfer,Ads,48,,51.9,4.3,3,2,0,0,7,1,1,0,0,4.0,0
7300,50,Female,Other,Tablet,Basic,MobilePay,Referral,37,8903.0,33.9,4.6,4,4,2,0,6,1,0,1,0,3.8,0
7301,31,Female,Daejeon,Web,Standard,CreditCard,SNS,23,11872.0,15.0,5.6,1,1,0,0,3,0,1,0,1,4.1,0
7302,32,Male,Other,Android,Basic,KakaoPay,Affiliate,7,10505.0,28.2,1.0,6,2,1,0,3,1,0,0,1,3.0,0
7303,33,Female,Busan,Web,Standard,CreditCard,Organic,11,13815.0,4.0,3.1,2,4,0,1,9,1,1,0,0,4.6,0
