age,income,loan_amount,credit_score,late_payments,debt_ratio,employment_years,married,default
36,208.0,1045.0,683.0,1,21.2,4.0,1,0
42,349.0,657.0,706.0,4,46.8,30.0,0,0
43,301.0,2401.0,571.0,5,30.8,18.0,0,1
64,358.0,2627.0,747.0,4,41.6,6.0,0,0
38,545.0,2240.0,654.0,1,39.8,17.0,1,1
24,262.0,2647.0,714.0,5,30.7,21.0,1,1
51,326.0,1352.0,786.0,1,23.7,25.0,1,0
63,459.0,1491.0,729.0,3,,17.0,0,0
20,391.0,2293.0,662.0,2,41.4,24.0,0,1
42,401.0,3519.0,826.0,1,63.9,30.0,1,0
56,264.0,2621.0,666.0,2,56.0,5.0,1,0
27,371.0,2655.0,677.0,1,38.1,4.0,0,0
32,516.0,1395.0,657.0,1,44.2,5.0,0,0
27,187.0,2517.0,572.0,2,43.8,28.0,1,1
42,296.0,1313.0,563.0,0,64.1,27.0,1,0
62,162.0,3526.0,626.0,5,52.0,5.0,0,1
20,444.0,1441.0,589.0,0,32.3,21.0,1,0
64,527.0,1603.0,648.0,1,46.2,30.0,0,0
43,358.0,,736.0,3,51.7,25.0,0,1
54,259.0,2264.0,637.0,1,27.9,21.0,0,0
43,263.0,2233.0,688.0,0,47.9,24.0,0,0
36,344.0,3335.0,630.0,0,58.1,22.0,0,0
24,344.0,2782.0,874.0,3,31.7,10.0,0,1
39,489.0,1607.0,791.0,3,33.4,16.0,0,0
40,300.0,2855.0,650.0,0,55.9,25.0,0,0
59,432.0,1267.0,692.0,3,37.7,8.0,0,0
50,343.0,1661.0,563.0,0,30.2,21.0,1,0
65,291.0,2289.0,653.0,0,52.6,15.0,1,0
55,340.0,1351.0,622.0,2,48.9,9.0,1,1
30,420.0,2998.0,729.0,2,43.1,14.0,1,1
34,490.0,3909.0,596.0,4,55.5,7.0,0,1
38,350.0,1979.0,803.0,0,56.3,13.0,1,0
26,236.0,1711.0,,0,41.0,15.0,0,0
47,500.0,2103.0,600.0,1,65.7,18.0,1,0
62,272.0,1782.0,673.0,1,61.0,2.0,0,0
24,411.0,2396.0,729.0,1,18.2,12.0,1,0
24,377.0,1208.0,712.0,4,29.6,29.0,0,0
49,361.0,2439.0,683.0,3,14.9,27.0,0,0
51,322.0,3634.0,740.0,2,38.1,8.0,1,0
27,454.0,698.0,735.0,1,27.5,11.0,0,0
29,80.0,1324.0,736.0,2,32.2,24.0,1,0
57,,1866.0,648.0,1,55.1,4.0,1,1
51,270.0,2606.0,647.0,2,20.9,20.0,0,0
47,429.0,2868.0,653.0,2,43.6,18.0,1,1
36,423.0,2807.0,630.0,5,43.5,6.0,0,1
50,533.0,931.0,678.0,2,41.0,6.0,1,0
27,404.0,,670.0,1,43.6,18.0,1,0
59,281.0,1525.0,802.0,1,15.2,7.0,0,0
44,187.0,2151.0,630.0,2,32.3,5.0,1,1
28,338.0,2214.0,591.0,1,60.5,2.0,1,1
21,145.0,1173.0,722.0,1,27.6,,1,0
34,305.0,1870.0,676.0,3,62.0,0.0,0,1
22,345.0,2635.0,615.0,0,25.1,5.0,1,0
55,297.0,1729.0,733.0,1,23.7,22.0,0,0
23,385.0,2050.0,648.0,3,30.6,19.0,0,1
33,352.0,3473.0,792.0,0,55.5,30.0,1,0
60,341.0,3693.0,594.0,3,35.4,19.0,0,1
60,89.0,579.0,624.0,1,46.1,18.0,0,0
44,225.0,2285.0,680.0,5,42.9,20.0,0,1
29,457.0,4388.0,779.0,2,41.3,27.0,0,0
40,477.0,2559.0,613.0,1,57.3,12.0,0,1
55,159.0,2214.0,700.0,2,51.3,26.0,0,0
31,282.0,3185.0,577.0,1,28.3,16.0,0,0
46,509.0,2364.0,743.0,2,38.7,21.0,1,0
59,294.0,2732.0,618.0,5,62.9,17.0,1,1
21,367.0,2042.0,720.0,2,45.8,19.0,1,0
32,553.0,2353.0,724.0,2,23.9,29.0,1,0
51,337.0,2520.0,525.0,3,24.8,5.0,1,0
50,319.0,2849.0,687.0,2,52.7,10.0,0,0
35,361.0,1876.0,630.0,4,50.4,26.0,0,1
51,602.0,1856.0,710.0,1,30.9,5.0,1,0
51,434.0,754.0,600.0,4,51.0,27.0,1,0
53,382.0,1910.0,623.0,0,61.2,25.0,0,0
30,317.0,2915.0,766.0,2,59.5,6.0,1,0
29,445.0,2547.0,760.0,0,,0.0,1,0
34,459.0,1452.0,590.0,1,48.7,27.0,1,0
36,251.0,772.0,814.0,3,39.9,21.0,1,0
59,462.0,2093.0,463.0,0,37.2,24.0,0,0
37,362.0,2893.0,687.0,3,41.8,23.0,1,0
28,383.0,1841.0,567.0,0,31.5,7.0,1,1
44,274.0,1116.0,700.0,2,37.7,26.0,1,0
59,332.0,1758.0,649.0,2,57.3,13.0,1,0
33,256.0,2445.0,589.0,5,22.7,21.0,0,0
44,251.0,3132.0,611.0,1,23.5,19.0,0,0
41,425.0,2007.0,607.0,1,52.0,0.0,0,1
49,337.0,2991.0,676.0,1,37.8,4.0,0,0
39,224.0,2908.0,748.0,3,18.9,28.0,1,0
40,641.0,1318.0,,2,41.3,4.0,1,0
63,245.0,3138.0,656.0,0,39.6,13.0,0,0
51,511.0,2421.0,694.0,4,36.8,6.0,0,1
65,203.0,1295.0,765.0,4,50.2,16.0,1,0
40,435.0,3521.0,634.0,0,26.0,28.0,0,0
54,350.0,2106.0,607.0,0,42.2,10.0,0,0
51,305.0,742.0,826.0,2,39.5,21.0,0,0
49,404.0,1670.0,656.0,3,42.5,30.0,1,0
58,387.0,1486.0,687.0,1,21.2,6.0,0,0
31,283.0,1689.0,542.0,1,35.7,0.0,0,0
60,277.0,1866.0,628.0,1,42.2,14.0,1,0
37,191.0,2007.0,821.0,2,48.5,18.0,0,0
40,417.0,1979.0,707.0,3,64.2,9.0,1,1
32,230.0,2127.0,668.0,5,51.7,8.0,1,0
40,380.0,2641.0,781.0,4,47.5,12.0,0,1
27,451.0,1640.0,538.0,1,57.3,23.0,0,0
65,405.0,3086.0,637.0,2,38.4,12.0,0,0
59,293.0,1281.0,852.0,1,60.6,29.0,0,0
65,489.0,2661.0,666.0,1,55.4,25.0,0,0
26,331.0,3432.0,665.0,3,36.6,5.0,0,0
42,220.0,2067.0,764.0,1,65.1,7.0,0,0
63,346.0,2345.0,770.0,1,47.4,11.0,1,0
51,450.0,1474.0,566.0,2,68.3,1.0,0,0
30,299.0,1816.0,704.0,1,45.6,28.0,0,0
41,485.0,3376.0,810.0,1,35.3,15.0,0,0
41,288.0,2761.0,619.0,2,32.8,28.0,0,0
62,304.0,2514.0,640.0,2,37.7,11.0,1,0
44,254.0,747.0,672.0,1,35.1,22.0,0,0
41,462.0,1663.0,726.0,1,57.3,17.0,0,0
47,374.0,3504.0,556.0,3,41.7,2.0,1,1
48,262.0,2508.0,421.0,2,22.6,17.0,1,0
32,332.0,2602.0,687.0,0,44.6,10.0,0,0
37,,2328.0,763.0,1,43.5,4.0,1,0
21,473.0,1740.0,645.0,0,36.4,12.0,0,0
48,360.0,2449.0,621.0,0,45.2,9.0,1,0
40,91.0,1052.0,657.0,1,41.5,20.0,0,0
34,205.0,996.0,798.0,1,49.6,21.0,1,0
46,329.0,1649.0,,1,48.9,14.0,1,0
50,222.0,2344.0,716.0,0,-15.0,5.0,1,0
34,475.0,1023.0,578.0,1,26.4,15.0,1,0
42,430.0,2295.0,582.0,2,67.4,30.0,0,0
43,423.0,1454.0,738.0,0,23.3,22.0,0,0
63,80.0,1555.0,801.0,1,40.5,,0,0
32,317.0,3175.0,741.0,2,28.9,7.0,0,0
41,296.0,2228.0,506.0,1,46.8,19.0,0,0
62,266.0,1522.0,636.0,0,43.7,24.0,1,0
56,330.0,2340.0,,1,40.0,2.0,1,0
52,245.0,1098.0,180.0,2,60.2,4.0,1,1
22,406.0,2487.0,516.0,4,55.3,30.0,1,0
38,472.0,3030.0,566.0,4,38.1,14.0,1,0
42,462.0,2696.0,606.0,1,51.6,2.0,1,0
48,363.0,3818.0,665.0,2,60.8,14.0,0,1
49,620.0,746.0,515.0,3,55.2,1.0,0,1
58,517.0,2295.0,718.0,0,40.4,11.0,0,0
63,368.0,1192.0,663.0,2,22.9,26.0,0,0
44,322.0,,587.0,4,45.9,4.0,0,0
56,541.0,2201.0,685.0,2,50.0,,1,0
27,501.0,3910.0,555.0,0,32.8,21.0,1,1
61,211.0,2155.0,666.0,1,42.3,3.0,1,0
35,510.0,2141.0,,1,41.0,22.0,0,0
27,361.0,2954.0,538.0,0,58.7,25.0,1,0
20,277.0,2160.0,634.0,3,64.2,20.0,1,0
63,142.0,3573.0,613.0,1,56.1,27.0,1,0
24,348.0,2702.0,701.0,1,41.0,6.0,1,1
22,379.0,2821.0,669.0,1,55.8,15.0,0,0
20,570.0,799.0,838.0,3,49.8,12.0,0,0
23,495.0,3689.0,649.0,2,41.1,1.0,0,0
59,310.0,1708.0,406.0,5,67.1,1.0,0,1
54,427.0,2193.0,507.0,3,33.1,8.0,1,1
51,479.0,1710.0,574.0,3,49.2,14.0,1,1
61,390.0,1432.0,941.0,2,52.1,30.0,0,0
53,310.0,1298.0,667.0,0,38.6,3.0,1,0
62,316.0,2277.0,759.0,0,48.7,16.0,1,0
44,426.0,723.0,751.0,2,53.3,8.0,0,0
29,430.0,2018.0,569.0,1,44.9,14.0,0,0
40,345.0,2993.0,527.0,3,47.7,0.0,1,0
65,80.0,2674.0,721.0,2,43.3,29.0,0,1
58,225.0,2524.0,492.0,0,,30.0,1,0
46,454.0,1528.0,748.0,0,39.3,26.0,0,0
46,124.0,1010.0,661.0,0,38.3,1.0,0,0
21,522.0,2981.0,719.0,2,42.2,8.0,0,0
60,504.0,1863.0,694.0,2,56.2,10.0,1,1
32,385.0,2138.0,699.0,1,21.0,18.0,0,0
28,452.0,2052.0,678.0,3,31.1,26.0,1,0
55,443.0,2704.0,693.0,1,69.3,0.0,1,1
41,366.0,3582.0,674.0,1,45.3,18.0,1,0
61,215.0,,560.0,1,37.1,8.0,1,1
45,496.0,451.0,638.0,3,51.5,27.0,1,0
31,549.0,1969.0,844.0,2,32.6,1.0,1,0
36,235.0,1190.0,695.0,1,16.8,4.0,1,0
33,211.0,2904.0,761.0,2,46.3,16.0,0,0
33,364.0,2203.0,591.0,0,33.2,25.0,1,0
53,305.0,2655.0,590.0,3,43.2,0.0,1,0
39,397.0,1904.0,574.0,1,46.0,13.0,0,0
30,525.0,1420.0,563.0,3,43.7,11.0,1,0
35,111.0,1549.0,540.0,3,21.5,22.0,1,0
50,570.0,1050.0,689.0,2,42.3,25.0,1,0
25,331.0,1252.0,642.0,5,,9.0,1,0
38,441.0,1094.0,740.0,0,25.2,18.0,0,0
56,454.0,1423.0,645.0,3,23.8,14.0,1,0
23,468.0,1381.0,478.0,3,29.2,0.0,1,0
23,387.0,2496.0,705.0,1,51.0,0.0,1,0
39,415.0,2466.0,508.0,1,18.0,28.0,1,0
29,415.0,2495.0,687.0,1,52.0,10.0,1,1
43,304.0,3081.0,608.0,5,46.7,30.0,1,1
54,169.0,2141.0,689.0,0,,10.0,0,0
45,234.0,1614.0,555.0,0,24.2,4.0,0,0
56,367.0,3859.0,,1,32.4,2.0,0,0
57,286.0,2879.0,673.0,1,51.4,10.0,0,0
40,286.0,2314.0,642.0,2,57.1,3.0,0,1
59,596.0,2262.0,534.0,3,29.6,5.0,1,1
58,483.0,2417.0,815.0,3,55.7,17.0,1,0
40,350.0,2048.0,,2,50.2,6.0,1,0
29,461.0,2296.0,691.0,3,41.9,20.0,1,0
57,330.0,2575.0,594.0,1,33.1,23.0,0,0
65,393.0,1655.0,950.0,1,35.0,3.0,0,0
23,,974.0,682.0,0,,13.0,1,0
64,330.0,643.0,621.0,1,44.1,27.0,1,0
39,298.0,2866.0,,1,58.0,7.0,0,0
36,527.0,1013.0,730.0,0,44.9,19.0,1,0
26,454.0,2549.0,702.0,2,36.6,10.0,1,0
23,109.0,1334.0,644.0,1,49.0,,1,1
48,300.0,1346.0,705.0,1,67.9,13.0,1,0
33,286.0,1661.0,658.0,4,34.3,20.0,0,1
22,305.0,2346.0,668.0,1,53.0,2.0,1,1
43,483.0,1234.0,607.0,3,44.3,10.0,0,0
56,382.0,1737.0,553.0,2,24.6,3.0,0,1
35,213.0,2181.0,,4,24.3,8.0,0,0
23,334.0,1292.0,719.0,2,36.6,4.0,1,0
43,445.0,3271.0,774.0,1,46.2,12.0,0,1
53,354.0,908.0,674.0,0,52.5,19.0,0,0
49,303.0,2036.0,653.0,1,23.1,3.0,1,0
37,420.0,3154.0,557.0,0,49.8,6.0,1,0
38,574.0,1207.0,667.0,2,40.6,1.0,0,0
50,435.0,2118.0,699.0,0,42.0,19.0,1,0
38,536.0,2300.0,524.0,1,49.1,18.0,0,1
65,311.0,1595.0,756.0,0,63.0,6.0,0,0
38,379.0,2142.0,613.0,1,45.6,19.0,1,1
41,377.0,2621.0,654.0,1,25.7,23.0,0,1
43,394.0,1850.0,,0,39.8,20.0,1,0
64,433.0,2773.0,669.0,0,52.2,24.0,1,0
31,270.0,2495.0,782.0,1,52.6,8.0,0,0
49,458.0,1763.0,720.0,1,50.0,18.0,0,0
57,185.0,3046.0,658.0,3,35.9,24.0,0,1
50,220.0,1644.0,420.0,1,25.6,19.0,0,0
55,636.0,2842.0,750.0,0,49.1,24.0,1,0
38,319.0,1658.0,576.0,0,27.4,40.0,0,0
64,468.0,1963.0,738.0,3,50.3,29.0,1,0
55,584.0,2078.0,709.0,6,50.3,1.0,1,1
49,102.0,,654.0,2,36.4,20.0,0,1
52,515.0,390.0,746.0,1,40.7,15.0,1,0
37,458.0,2544.0,712.0,1,44.4,5.0,1,0
47,577.0,,696.0,1,34.6,18.0,0,0
30,238.0,2414.0,533.0,1,25.4,17.0,0,0
64,554.0,2577.0,673.0,3,41.5,16.0,1,0
52,291.0,2495.0,571.0,1,42.8,10.0,1,0
36,507.0,694.0,582.0,0,58.3,22.0,1,0
25,376.0,1404.0,641.0,2,32.6,3.0,0,0
23,472.0,2450.0,787.0,5,54.8,23.0,1,0
39,386.0,2350.0,699.0,3,28.2,7.0,1,0
46,159.0,1608.0,705.0,1,25.9,23.0,0,0
34,80.0,2753.0,732.0,1,38.4,17.0,1,0
25,405.0,2008.0,600.0,2,30.7,12.0,1,1
33,348.0,2864.0,544.0,1,25.7,20.0,1,0
30,428.0,,530.0,0,65.3,7.0,0,0
58,350.0,2409.0,688.0,2,36.6,9.0,0,0
28,622.0,2617.0,749.0,2,69.7,17.0,0,0
45,408.0,1744.0,743.0,40,30.1,17.0,1,0
35,326.0,2869.0,604.0,4,21.5,16.0,0,1
24,420.0,2364.0,778.0,5,57.5,15.0,0,1
29,329.0,1979.0,833.0,2,33.3,5.0,1,0
22,391.0,1286.0,719.0,2,43.7,13.0,0,0
32,234.0,1836.0,789.0,2,25.7,29.0,0,0
62,379.0,1368.0,740.0,2,41.5,50.0,0,0
49,323.0,2771.0,652.0,0,25.5,14.0,0,0
64,,3115.0,617.0,0,41.1,12.0,0,0
25,617.0,2887.0,541.0,0,36.3,15.0,0,0
36,250.0,4065.0,634.0,1,44.8,15.0,1,1
64,381.0,1855.0,651.0,3,49.5,16.0,0,1
38,284.0,2647.0,653.0,1,44.9,26.0,0,0
61,416.0,1314.0,661.0,3,47.4,23.0,1,0
54,227.0,2052.0,487.0,3,40.7,23.0,1,1
65,481.0,1092.0,732.0,1,36.8,4.0,1,0
45,624.0,2626.0,742.0,1,47.6,10.0,0,1
24,,1933.0,700.0,0,40.7,14.0,0,0
48,526.0,659.0,576.0,0,41.1,2.0,1,0
56,334.0,1686.0,699.0,7,46.8,7.0,1,1
39,561.0,3545.0,672.0,0,29.6,2.0,0,0
40,643.0,2508.0,708.0,2,59.2,28.0,0,0
110,352.0,2777.0,794.0,4,39.0,3.0,1,0
24,198.0,2294.0,656.0,3,43.5,26.0,0,1
55,494.0,2064.0,685.0,2,41.5,13.0,0,1
25,407.0,2212.0,601.0,1,49.8,22.0,1,0
45,440.0,2384.0,744.0,1,46.1,22.0,1,0
23,339.0,1378.0,726.0,2,41.4,19.0,0,0
58,274.0,2772.0,687.0,1,,24.0,0,0
58,519.0,3041.0,586.0,3,3.6,5.0,1,0
54,418.0,2053.0,615.0,2,56.9,23.0,0,0
20,,1808.0,523.0,0,53.0,22.0,0,0
43,462.0,1644.0,614.0,2,20.0,3.0,1,0
55,438.0,3519.0,727.0,2,53.2,11.0,1,1
25,341.0,1861.0,702.0,3,54.7,1.0,0,0
60,574.0,2690.0,683.0,1,48.7,26.0,1,0
65,306.0,,789.0,5,250.0,28.0,0,1
63,360.0,,694.0,2,50.2,17.0,1,0
50,472.0,1626.0,624.0,1,54.1,13.0,0,0
39,389.0,1472.0,614.0,2,35.1,7.0,0,0
43,214.0,2755.0,651.0,2,47.3,7.0,0,1
44,402.0,1455.0,634.0,2,37.8,11.0,0,0
55,330.0,2547.0,746.0,1,52.6,0.0,1,1
40,483.0,2268.0,704.0,1,38.2,28.0,1,0
49,398.0,2764.0,644.0,1,35.0,0.0,0,0
43,391.0,1743.0,647.0,4,41.5,3.0,1,0
63,254.0,3010.0,726.0,2,25.9,16.0,1,0
61,352.0,2094.0,751.0,1,40.3,9.0,0,0
49,496.0,4144.0,523.0,1,46.3,0.0,0,0
41,287.0,989.0,656.0,1,52.4,25.0,0,0
47,376.0,4022.0,677.0,2,45.0,10.0,0,1
26,268.0,2105.0,714.0,0,24.8,30.0,0,0
54,238.0,2367.0,679.0,2,58.2,20.0,0,0
47,370.0,1747.0,703.0,4,59.2,16.0,0,1
33,401.0,1023.0,651.0,1,43.4,9.0,1,0
29,619.0,1804.0,606.0,3,33.0,27.0,1,0
35,325.0,1926.0,733.0,3,35.6,5.0,0,0
35,374.0,2337.0,735.0,2,39.6,30.0,1,0
50,230.0,3041.0,722.0,1,45.3,3.0,0,0
61,453.0,2343.0,736.0,1,38.3,25.0,0,0
44,428.0,2356.0,592.0,0,31.7,12.0,1,0
32,559.0,2488.0,629.0,0,54.3,26.0,1,0
25,513.0,884.0,760.0,1,45.1,10.0,0,0
63,422.0,953.0,698.0,1,29.4,4.0,1,0
28,324.0,1077.0,674.0,5,45.5,13.0,0,0
64,405.0,1920.0,650.0,2,43.9,24.0,1,0
55,367.0,796.0,771.0,2,33.4,1.0,0,0
62,494.0,1683.0,528.0,0,56.3,2.0,1,0
39,479.0,1174.0,694.0,0,43.6,28.0,1,0
37,344.0,2566.0,665.0,3,39.4,2.0,1,1
62,205.0,2528.0,570.0,1,41.0,10.0,1,0
40,,1975.0,799.0,2,47.3,8.0,1,0
23,450.0,775.0,455.0,4,41.1,18.0,1,0
52,342.0,2022.0,680.0,5,41.0,9.0,0,1
46,445.0,2446.0,712.0,0,54.8,20.0,1,0
26,389.0,2808.0,592.0,0,25.0,5.0,0,0
25,538.0,3515.0,692.0,1,27.0,21.0,0,0
34,148.0,3039.0,652.0,1,51.3,5.0,1,1
37,332.0,2324.0,749.0,2,71.0,0.0,0,0
51,572.0,1986.0,950.0,1,52.5,21.0,1,0
30,448.0,1643.0,697.0,1,64.4,0.0,0,0
39,593.0,3217.0,718.0,0,36.8,21.0,0,1
43,233.0,2325.0,592.0,5,34.4,28.0,0,1
34,509.0,2673.0,687.0,0,47.5,25.0,1,0
26,501.0,1757.0,640.0,5,53.4,30.0,0,0
40,178.0,1269.0,732.0,0,26.3,21.0,0,0
61,345.0,1900.0,556.0,0,39.4,18.0,1,0
45,367.0,1973.0,584.0,1,41.7,2.0,1,1
63,186.0,2344.0,764.0,0,33.9,5.0,0,0
33,347.0,1647.0,687.0,2,35.3,1.0,0,1
56,485.0,2219.0,776.0,1,52.1,14.0,0,0
40,333.0,3083.0,699.0,1,47.6,11.0,0,1
37,409.0,945.0,711.0,1,51.6,20.0,0,0
24,410.0,612.0,645.0,1,46.0,9.0,0,0
22,379.0,3134.0,655.0,3,31.5,18.0,0,1
42,295.0,1102.0,747.0,3,47.1,20.0,0,0
45,459.0,1915.0,659.0,2,30.6,29.0,1,0
56,190.0,2656.0,765.0,1,38.3,12.0,1,0
43,381.0,2156.0,661.0,3,29.6,2.0,0,0
38,546.0,2145.0,576.0,0,34.7,17.0,0,0
44,326.0,2254.0,568.0,3,43.1,19.0,0,0
40,293.0,4089.0,656.0,0,36.5,4.0,1,0
31,467.0,3535.0,743.0,3,31.4,21.0,0,0
60,400.0,1680.0,617.0,1,55.7,12.0,0,0
52,469.0,2988.0,729.0,3,40.6,28.0,1,1
23,385.0,2579.0,678.0,0,,13.0,1,0
61,93.0,2185.0,718.0,2,29.0,29.0,1,0
26,522.0,1519.0,647.0,4,19.5,,1,0
41,628.0,2539.0,685.0,1,39.3,14.0,0,0
52,534.0,1970.0,745.0,0,25.5,17.0,1,0
36,80.0,1915.0,,0,50.5,28.0,0,0
43,434.0,1625.0,628.0,2,42.4,13.0,0,1
53,324.0,2950.0,525.0,3,60.7,18.0,0,1
47,250.0,1624.0,713.0,1,44.7,2.0,0,0
62,395.0,1629.0,608.0,2,33.3,21.0,0,0
60,362.0,2783.0,628.0,2,19.4,0.0,1,0
58,441.0,2092.0,584.0,0,51.7,22.0,0,0
41,387.0,2112.0,652.0,2,26.4,28.0,1,0
36,246.0,2975.0,838.0,1,37.1,23.0,0,0
53,311.0,3185.0,698.0,1,62.1,6.0,1,0
25,291.0,604.0,618.0,1,49.3,19.0,0,0
65,174.0,2103.0,633.0,2,46.7,6.0,0,1
25,215.0,1142.0,555.0,0,53.3,16.0,1,0
53,355.0,1910.0,580.0,0,52.9,28.0,1,1
20,551.0,2195.0,567.0,3,61.0,14.0,0,1
29,316.0,1934.0,692.0,1,34.8,12.0,0,0
40,289.0,1431.0,706.0,2,37.5,23.0,1,0
24,238.0,1393.0,676.0,2,30.9,29.0,1,0
21,384.0,2746.0,700.0,2,41.6,25.0,1,1
41,522.0,3351.0,609.0,1,40.4,14.0,1,0
21,620.0,655.0,578.0,1,20.9,25.0,0,0
29,414.0,1954.0,578.0,3,34.2,2.0,0,0
53,397.0,2749.0,574.0,2,59.3,24.0,1,0
35,315.0,2176.0,699.0,1,44.9,16.0,0,0
58,335.0,1365.0,831.0,4,50.6,15.0,1,1
41,456.0,1842.0,586.0,0,40.6,21.0,1,0
31,342.0,2427.0,643.0,3,19.4,0.0,1,1
43,361.0,1970.0,686.0,1,40.5,23.0,1,0
59,377.0,2164.0,648.0,0,54.5,13.0,1,0
57,309.0,2186.0,697.0,2,27.8,2.0,1,1
29,371.0,1807.0,624.0,2,51.0,19.0,0,0
54,138.0,2812.0,616.0,4,21.6,27.0,1,1
51,446.0,1842.0,655.0,0,42.2,21.0,1,0
26,662.0,1446.0,696.0,2,48.5,3.0,0,0
40,314.0,3872.0,773.0,0,38.3,29.0,0,0
39,425.0,2142.0,700.0,4,71.7,23.0,1,0
45,482.0,300.0,650.0,5,36.1,8.0,1,0
23,534.0,3141.0,736.0,1,35.1,20.0,1,0
65,348.0,3139.0,750.0,1,44.5,0.0,1,0
41,164.0,2543.0,646.0,4,32.9,23.0,1,0
34,412.0,2674.0,658.0,1,24.7,13.0,1,0
59,395.0,3820.0,636.0,3,28.8,12.0,1,1
40,339.0,1478.0,736.0,0,51.1,14.0,0,0
34,364.0,2300.0,676.0,3,38.3,17.0,1,1
41,397.0,3677.0,558.0,0,62.4,15.0,0,1
47,423.0,3836.0,702.0,2,36.7,5.0,1,0
33,418.0,1925.0,789.0,4,50.5,21.0,1,0
46,354.0,3708.0,795.0,0,48.1,15.0,0,1
60,426.0,2802.0,632.0,1,36.5,10.0,1,0
59,346.0,3321.0,614.0,0,31.5,6.0,1,0
47,457.0,2777.0,822.0,1,21.2,27.0,0,0
45,305.0,2429.0,795.0,2,48.6,8.0,0,0
21,389.0,3857.0,707.0,2,56.4,0.0,0,1
44,185.0,1804.0,533.0,2,22.9,9.0,1,0
22,336.0,3627.0,621.0,4,37.6,28.0,0,1
27,448.0,3746.0,583.0,0,34.0,27.0,1,0
63,256.0,3222.0,815.0,2,48.6,7.0,1,1
52,342.0,2146.0,548.0,3,38.1,10.0,1,1
61,91.0,2383.0,814.0,1,57.9,4.0,0,0
54,216.0,1244.0,662.0,0,37.4,28.0,0,0
25,247.0,1861.0,574.0,0,27.2,5.0,0,0
58,392.0,2666.0,749.0,0,36.4,23.0,0,1
42,420.0,1130.0,720.0,2,37.7,23.0,1,0
44,373.0,1977.0,569.0,1,48.3,11.0,0,0
62,334.0,3659.0,668.0,1,37.5,10.0,0,0
38,335.0,2084.0,780.0,1,47.3,6.0,0,1
24,466.0,2975.0,637.0,1,32.5,6.0,1,0
30,406.0,2625.0,804.0,4,38.5,11.0,0,0
31,340.0,1969.0,,0,32.6,11.0,0,1
29,535.0,2084.0,540.0,1,31.8,0.0,1,0
27,614.0,2325.0,674.0,1,57.3,23.0,1,0
43,231.0,662.0,553.0,0,33.4,18.0,1,1
47,443.0,2910.0,680.0,1,37.8,20.0,0,0
60,751.0,2111.0,670.0,3,54.5,3.0,1,0
55,414.0,2936.0,609.0,2,51.0,25.0,1,0
56,394.0,2491.0,,2,61.7,18.0,0,0
40,373.0,2078.0,670.0,3,47.8,25.0,0,0
27,,2348.0,739.0,2,34.8,20.0,0,0
28,471.0,,744.0,0,66.7,18.0,0,0
34,231.0,3307.0,811.0,2,49.0,24.0,0,0
65,377.0,2247.0,573.0,2,40.1,10.0,0,0
59,108.0,2416.0,,4,42.7,28.0,0,1
37,355.0,1254.0,808.0,2,44.2,8.0,0,1
61,272.0,2165.0,716.0,2,39.2,12.0,1,0
39,421.0,3291.0,680.0,1,25.5,21.0,1,0
25,181.0,2522.0,659.0,1,61.5,18.0,0,1
31,319.0,1389.0,645.0,2,41.7,4.0,0,0
21,496.0,1470.0,739.0,3,44.2,10.0,0,0
26,299.0,1644.0,554.0,1,66.9,23.0,0,1
35,151.0,2950.0,708.0,25,33.8,24.0,1,1
22,411.0,2857.0,753.0,1,49.9,2.0,1,0
64,310.0,300.0,,0,32.5,4.0,0,0
22,358.0,2139.0,664.0,1,45.9,12.0,0,0
46,292.0,2311.0,670.0,0,44.4,29.0,0,0
62,617.0,1478.0,773.0,4,51.5,30.0,1,0
59,193.0,1907.0,717.0,1,56.5,13.0,1,0
57,720.0,3198.0,810.0,1,35.0,12.0,1,0
52,333.0,2507.0,531.0,2,59.0,1.0,1,1
47,402.0,1825.0,743.0,2,59.8,1.0,1,0
20,311.0,2060.0,605.0,0,210.0,17.0,0,0
27,306.0,,664.0,1,41.9,27.0,0,0
56,286.0,2411.0,780.0,0,36.1,5.0,1,0
51,452.0,1128.0,590.0,1,38.3,18.0,0,0
62,211.0,1698.0,839.0,5,27.6,9.0,0,1
56,424.0,2977.0,758.0,0,51.3,,0,0
23,118.0,2146.0,716.0,1,17.4,7.0,0,0
49,413.0,1563.0,595.0,1,33.6,4.0,0,0
25,482.0,1594.0,656.0,3,41.4,1.0,1,0
65,227.0,2741.0,641.0,1,57.6,5.0,0,0
38,461.0,1812.0,571.0,0,35.5,17.0,0,0
51,386.0,2583.0,758.0,2,47.1,28.0,0,0
28,572.0,1730.0,638.0,2,,7.0,1,1
31,277.0,1353.0,656.0,2,53.3,1.0,0,1
30,,2383.0,660.0,0,46.5,22.0,1,0
65,93.0,2127.0,653.0,1,52.0,29.0,0,0
35,340.0,2714.0,712.0,0,35.4,19.0,0,0
20,176.0,2863.0,620.0,1,29.8,3.0,0,1
64,602.0,1932.0,751.0,0,46.4,14.0,0,0
40,349.0,2462.0,622.0,3,36.1,29.0,0,0
49,359.0,1908.0,668.0,2,42.4,23.0,0,0
32,433.0,2675.0,,2,45.8,19.0,0,0
53,379.0,2375.0,756.0,3,56.9,23.0,0,0
23,309.0,1732.0,776.0,0,51.4,8.0,1,0
47,229.0,1669.0,727.0,0,33.8,23.0,1,0
